,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),점포구분명,위도,경도,위경도
146,3050000,2.01E+18,20110907,,1,영업/정상,1,정상영업,02-2242-5611,769.5,130835,서울특별시 동대문구 장안동 94번지 27호 외1필지 예신프라자,서울특별시 동대문구 한천로46길 42 (장안동),130835,롯데쇼핑(주) 롯데슈퍼 장안점,2.02E+13,I,59:59.0,구분없음,206176.1786,453248.0972,준대규모점포,37.58151269,127.0678194,"(37.58151269,127.0678194)"
147,3050000,2.00E+18,19480921,,1,영업/정상,1,정상영업,02 9599981,19780.15,130870,서울특별시 동대문구 청량리동 738번지,서울특별시 동대문구 홍릉로 13 (청량리동),130870,청량리현대코아,2.01E+13,I,59:59.0,그 밖의 대규모점포,203851.3754,453238.5942,대규모점포,37.58143957,127.0414998,"(37.58143957,127.0414998)"
148,3050000,2.00E+18,19781228,,1,영업/정상,1,정상영업,222157200,10431.44,130859,서울특별시 동대문구 전농동 647번지 1호,서울특별시 동대문구 서울시립대로 36 (전농동),130859,전농프라자,2.01E+13,I,59:59.0,그 밖의 대규모점포,204082.1118,452472.9905,대규모점포,37.5745406,127.0441078,"(37.5745406,127.0441078)"
149,3050000,2.01E+18,20090320,,1,영업/정상,1,정상영업,962-3004,8286.24,130826,서울특별시 동대문구 이문동 292번지 10호,서울특별시 동대문구 이문로 136 (이문동),130826,이문동웰츠타워,2.01E+13,I,59:59.0,그 밖의 대규모점포,205396.3637,455131.6832,대규모점포,37.59848836,127.0590047,"(37.59848836,127.0590047)"
150,3050000,2.02E+18,20161230,,1,영업/정상,1,정상영업,2232-3367,7377.08,130110,서울특별시 동대문구 신설동 109번지 5호,,,서울특별시장,2.02E+13,I,59:59.0,그 밖의 대규모점포,202186.4681,452282.6074,,37.57283159,127.0226484,"(37.57283159,127.0226484)"
151,3130000,2.01E+18,20110106,,1,영업/정상,1,정상영업,34598000,14201,,서울특별시 마포구 서교동 490번지 1호,서울특별시 마포구 양화로 45 (서교동 메세나폴리스),4036,홈플러스 합정점,2.02E+13,U,08:00.0,대형마트,192414.0269,450075.4898,,37.5529164,126.9120486,"(37.5529164,126.9120486)"
152,3050000,2.00E+18,19771226,,1,영업/정상,1,정상영업,02 9263751,1250.85,,서울특별시 동대문구 용두동 231-5,서울특별시 동대문구 무학로37길 12(용두동),2579,용두시장,2.02E+13,U,07:00.0,시장,202538.0118,452901.1853,,37.57840402,127.0266299,"(37.57840402,127.0266299)"
153,3050000,2.01E+18,20111228,,1,영업/정상,1,정상영업,269082123,1478.96,130100,서울특별시 동대문구 장안동 580번지,서울특별시 동대문구 한천로 42 (장안동),130837,노브랜드 동대문 장안점,2.02E+13,U,40:00.0,대형마트,205423.9695,451556.2106,준대규모점포,37.5662737,127.0592911,"(37.5662737,127.0592911)"
154,3050000,2.02E+18,20180125,,1,영업/정상,5,영업개시전,02-380-9461,441.1,,서울특별시 동대문구 제기동 1019번지 신관 2층,서울특별시 동대문구 고산자로36길 3 2층 (제기동),2571,노브랜드 경동시장점,2.02E+13,I,59:59.0,구분없음,203403.0195,452985.7254,준대규모점포,37.57916299,127.0364228,"(37.57916299,127.0364228)"
155,3060000,2.01E+18,20010328,,1,영업/정상,1,정상영업,34232975,4136,131867,서울특별시 중랑구 신내1동 786번지 동성타워프라자,서울특별시 중랑구 봉화산로 221 (신내동),131867,동성타워프라자,2.01E+13,I,59:59.0,복합쇼핑몰,208520.0923,456195.8775,대규모점포,37.60805316,127.0943893,"(37.60805316,127.0943893)"
156,3060000,2.01E+18,19750909,,1,영업/정상,1,정상영업,02-432-8637,0,131883,서울특별시 중랑구 중화2동 314번지 1호,서울특별시 중랑구 동일로129길 35 (중화동),131883,태능엔터피아 번영회,2.01E+13,I,59:59.0,시장,206771.2173,455221.9895,대규모점포,37.59929301,127.074574,"(37.59929301,127.074574)"
157,3060000,2.01E+18,20131128,,1,영업/정상,1,정상영업,02-2207-9991,21844.34,,,서울특별시 중랑구 망우로 353-0 (상봉동 프레미어스 엠코),131857,이노시티,2.02E+13,U,40:00.0,복합쇼핑몰,208091.2692,455421.8266,대규모점포,37.60108294,127.0895243,"(37.60108294,127.0895243)"
158,3060000,2.01E+18,19711210,,1,영업/정상,1,정상영업,02-439-0026,1558.54,,,서울특별시 중랑구 면목로74길 45 (면목동),131200,동원,2.01E+13,I,59:59.0,시장,207869.6056,454173.3134,대규모점포,37.58983596,127.0870008,"(37.58983596,127.0870008)"
159,3060000,2.01E+18,20000503,,1,영업/정상,1,정상영업,02-490-1052,9961.6,131230,서울특별시 중랑구 망우동 506번지 1호,서울특별시 중랑구 상봉로 118 (망우동),131809,주식회사 이마트 상봉점,2.02E+13,U,40:00.0,대형마트,208183.5589,454911.2485,대규모점포,37.59648191,127.0905637,"(37.59648191,127.0905637)"
160,3060000,2.01E+18,20100721,,1,영업/정상,1,정상영업,02-380-9426,5100.83,131141,서울특별시 중랑구 묵1동 170번지 1호 외 35필지,서울특별시 중랑구 동일로 932 (묵동),131757,주식회사 이마트 묵동점,2.02E+13,U,40:00.0,대형마트,206777.7314,456837.2196,대규모점포,37.61384589,127.0746626,"(37.61384589,127.0746626)"
161,3060000,2.01E+18,20010418,,1,영업/정상,1,정상영업,02-439-1144,9776.28,,서울특별시 중랑구 상봉동 81호,서울특별시 중랑구 망우로 336 (상봉동),131858,코스트코홀세일 상봉점,2.02E+13,I,59:59.0,대형마트,207897.2604,454953.3634,대규모점포,37.59686384,127.0873223,"(37.59686384,127.0873223)"
162,3070000,2.02E+18,20190524,,1,영업/정상,1,정상영업,02-926-6405,0,,서울특별시 성북구 돈암동 609번지 1호 스카이프라자상가,서울특별시 성북구 성북로4길 52 (돈암동 한신한진아파트),2831,동소문스카이상가,2.02E+13,I,20:55.0,그 밖의 대규모점포,200841.727,454721.5052,대규모점포,37.59480783,127.0074286,"(37.59480783,127.0074286)"
163,3070000,2.01E+18,20170427,,1,영업/정상,1,정상영업,02 9185651,80.49,136111,서울특별시 성북구 길음1동 1285번지 7호,서울특별시 성북구 오패산로4길 17 (하월곡동),136130,롯데마켓999 하월곡점,2.02E+13,I,59:59.0,구분없음,201621.3317,456272.2617,준대규모점포,37.6087789,127.0162596,"(37.6087789,127.0162596)"
164,3070000,2.01E+18,20120521,,1,영업/정상,1,정상영업,02   9155603,685.6,136140,서울특별시 성북구 장위동 316번지 3호,서울특별시 성북구 월계로40길 7 (장위동),136140,롯데마이슈퍼 장위점,2.02E+13,I,59:59.0,구분없음,204208.6312,457844.348,준대규모점포,37.62293507,127.0455704,"(37.62293507,127.0455704)"
165,3070000,2.01E+18,20120521,,1,영업/정상,1,정상영업,02  914 5601,257,136854,서울특별시 성북구 정릉3동 1034번지,서울특별시 성북구 정릉로 307 (정릉동),136100,롯데마이슈퍼 정릉점,2.02E+13,I,59:59.0,구분없음,201548.4956,455659.8179,준대규모점포,37.603261,127.0154334,"(37.603261,127.0154334)"
166,3070000,2.01E+18,20120601,,1,영업/정상,1,정상영업,9675571,0,,,서울특별시 성북구 돌곶이로22가길 27 (석관동),136818,석관시장,2.02E+13,I,59:59.0,시장,205254.2626,456319.5567,대규모점포,37.6091917,127.057404,"(37.6091917,127.057404)"
167,3070000,2.01E+18,20120706,,1,영업/정상,1,정상영업,02-926-6323,3006,,,서울특별시 성북구 인촌로2길 37 (보문동4가),136084,보문시장(주),2.01E+13,I,59:59.0,시장,201858.4883,453868.7203,대규모점포,37.58712295,127.0189395,"(37.58712295,127.0189395)"
168,3070000,2.01E+18,20120806,,1,영업/정상,1,정상영업,,1918,136150,서울특별시 성북구 석관동 279번지 39호,서울특별시 성북구 한천로73길 26 (석관동),136150,석관황금시장,2.01E+13,I,59:59.0,시장,205365.358,456371.165,대규모점포,37.60965605,127.0586626,"(37.60965605,127.0586626)"
169,3070000,2.01E+18,20121016,,1,영업/정상,1,정상영업,02-926-6405,14370,136751,서울특별시 성북구 돈암동 609번지 1호,서울특별시 성북구 성북로4길 52 (돈암동),136751,동소문스카이상가,2.02E+13,I,59:59.0,시장,200841.727,454721.5052,대규모점포,37.59480783,127.0074286,"(37.59480783,127.0074286)"
170,3070000,2.01E+18,20130114,,1,영업/정상,1,정상영업,070-7799-9129,0,,,서울특별시 성북구 장월로12길 41-1 (장위동),136829,장위전통시장,2.01E+13,I,59:59.0,시장,204407.2508,456638.1945,대규모점포,37.61206695,127.0478131,"(37.61206695,127.0478131)"
171,3070000,2.01E+18,20080529,,1,영업/정상,1,정상영업,02-944-1052,10006,136800,서울특별시 성북구 길음동 25번지 2호,서울특별시 성북구 도봉로 17 (길음동),136800,이마트 미아점,2.02E+13,U,40:00.0,대형마트,202555.3009,456503.0662,대규모점포,37.61085635,127.0268378,"(37.61085635,127.0268378)"
172,3070000,2.01E+18,20120425,,1,영업/정상,1,정상영업,02 9259523,17056,136051,서울특별시 성북구 동선동1가 1번지 2호,서울특별시 성북구 동소문로 106 (동선동1가),136051,유타쇼핑몰,2.02E+13,U,40:00.0,쇼핑센터,201447.4187,454477.1033,대규모점포,37.5926051,127.0142865,"(37.5926051,127.0142865)"
173,3060000,2.01E+18,20101229,,1,영업/정상,1,정상영업,269228100,22618.65,131221,서울특별시 중랑구 상봉1동 500번지,서울특별시 망우로 353-0 (상봉동 프레미어스 엠코),131857,홈플러스(주) 서울 상봉점,2.02E+13,U,03:00.0,대형마트,207923.7459,455090.7183,,37.59810116,127.0876237,"(37.59810116,127.0876237)"
174,3010000,2.02E+18,20210716,,1,영업/정상,5,영업개시전,02-3452-2379,8767.97,,서울특별시 중구 남대문로2가 9-1,,,센터포인트 명동,2.02E+13,I,08:00.0,쇼핑센터,198401.7013,451374.3122,,37.5646489,126.9798073,"(37.5646489,126.9798073)"
175,3070000,2.01E+18,20120224,,1,영업/정상,1,정상영업,02-6936-1251,10745,136735,서울특별시 성북구 하월곡동 230번지 동일하이빌뉴시티아파트,서울특별시 성북구 종암로 167 (하월곡동 동일하이빌뉴시티아파트),136735,이마트 하월곡점,2.02E+13,U,40:00.0,대형마트,202667.4688,455858.9208,대규모점포,37.6050524,127.0281059,"(37.6050524,127.0281059)"
176,3070000,2.02E+18,20170426,,1,영업/정상,1,정상영업,02-2006-3215,301.45,,,서울특별시 성북구 보문사길 111 (보문동6가 보문파크뷰자이),2874,(주)지에스리테일 성북보문점,2.02E+13,I,59:59.0,구분없음,201509,453158,준대규모점포,37.58072007,127.0149812,"(37.58072007,127.0149812)"
177,3070000,2.00E+18,19710522,,1,영업/정상,1,정상영업,02 9620580,,,서울특별시 성북구 석관동 338번지 18호   ,,,새석관시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,204582.6803,456210.8363,,37.60821569,127.0497974,"(37.60821569,127.0497974)"
178,3070000,2.00E+18,19720930,,1,영업/정상,1,정상영업,02 9157301,,,서울특별시 성북구 장위동 301호   ,,,번동시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,204162.7777,457664.9619,,37.62131905,127.04505,"(37.62131905,127.04505)"
179,3070000,2.00E+18,20010811,,1,영업/정상,1,정상영업,02  21173014,36583,,서울특별시 성북구 길음동 20번지 1호,서울특별시 성북구 동소문로 315 (길음동 현대백화점미아점),136719,현대백화점 미아점,2.02E+13,U,40:00.0,백화점,202466.8011,456227.5717,대규모점포,37.60837443,127.0258346,"(37.60837443,127.0258346)"
180,3070000,2.00E+18,20030210,,1,영업/정상,1,정상영업,02 9436563,2973.4,136802,서울특별시 성북구 길음동 535번지 8호,서울특별시 성북구 동소문로 227 (길음동),136802,길음시장,2.02E+13,I,59:59.0,시장,201852.5885,455598.9475,대규모점포,37.60271203,127.018877,"(37.60271203,127.018877)"
181,3070000,2.00E+18,20080529,,1,영업/정상,1,정상영업,203805234,10006,,서울특별시 성북구 길음동 25번지 2호,,,신세계이마트미아점,2.01E+13,I,59:59.0,대형마트,202555.3009,456503.0662,,37.61085635,127.0268378,"(37.61085635,127.0268378)"
182,3070000,2.00E+18,20040922,,1,영업/정상,1,정상영업,02-944-1234,18964,136111,서울특별시 성북구 길음동 25번지 2호,서울특별시 성북구  도봉로  17 (길음동),136111,이마트 미아점,2.01E+13,I,59:59.0,대형마트,202555.3009,456508.4952,대규모점포,37.61090526,127.0268379,"(37.61090526,127.0268379)"
183,3070000,2.01E+18,20080620,,1,영업/정상,1,정상영업,915-4230,3583,136143,서울특별시 성북구 장위동 60번지 1호,,,삼익아파트상가,2.01E+13,I,59:59.0,그 밖의 대규모점포,205020.6087,456783.7666,,37.61337543,127.0547609,"(37.61337543,127.0547609)"
184,3070000,2.01E+18,20081027,,1,영업/정상,1,정상영업,209413506,4382.65,,서울특별시 성북구 종암동 132번지,서울특별시 성북구 종암로 132 (종암동 종암우림카이저팰리스),2797,종암우림카이저팰리스주상복합,2.02E+13,I,59:59.0,그 밖의 대규모점포,202887.7362,455516.2032,대규모점포,37.60196393,127.0305991,"(37.60196393,127.0305991)"
185,3070000,2.01E+18,20100428,,1,영업/정상,1,정상영업,9203485,10006,,서울특별시 성북구 길음동 25번지 2호 신세계 이마트 미아점,서울특별시 성북구 도봉로 17 신세계 이마트 미아점 (길음동),2729,이마트 미아점,2.02E+13,U,40:00.0,대형마트,202555.3009,456503.0662,대규모점포,37.61085635,127.0268378,"(37.61085635,127.0268378)"
186,3070000,2.01E+18,20100630,,1,영업/정상,1,정상영업,02-944-1051,19201,136735,서울특별시 성북구 길음2동 230번지 동일하이빌뉴시티아파트,서울특별시 성북구 종암로 167  동 (하월곡동),136130,이마트 하월곡점,2.01E+13,I,59:59.0,대형마트,202667.4688,455858.9208,대규모점포,37.6050524,127.0281059,"(37.6050524,127.0281059)"
187,3070000,2.01E+18,20110902,,1,영업/정상,1,정상영업,921 8053,1202,,,서울특별시 성북구 성북로4길 52 (돈암동 한진아파트),136753,GS슈퍼마켓 동소문점,2.02E+13,I,59:59.0,구분없음,200841.727,454873.8254,준대규모점포,37.59618021,127.0074288,"(37.59618021,127.0074288)"
188,3070000,2.01E+18,20110902,,1,영업/정상,1,정상영업,02  32913333,331,136062,서울특별시 성북구 돈암2동 636번지,서울특별시 성북구 북악산로 844 (돈암동 돈암이수브라운스톤아파트),136793,GS슈퍼마켓 돈암점,2.02E+13,I,59:59.0,그 밖의 대규모점포,201501.4745,455061.6986,준대규모점포,37.59787212,127.0148998,"(37.59787212,127.0148998)"
189,3070000,2.01E+18,20120412,,1,영업/정상,1,정상영업,02  60531252,202,136720,서울특별시 성북구 길음1동 1284번지 삼성래미안3차아파트,서울특별시 성북구 길음로 33 (길음동 길음뉴타운8단지아파트),136731,GS슈퍼마켓 길음뉴타운점,2.02E+13,I,59:59.0,그 밖의 대규모점포,201514.9828,456137.0843,준대규모점포,37.60756115,127.0150549,"(37.60756115,127.0150549)"
190,3070000,2.01E+18,20120412,,1,영업/정상,1,정상영업,02   9412227,198,136111,서울특별시 성북구 길음1동 1280번지 6호,서울특별시 성북구 길음로 103 (길음동),136110,GS수퍼마켓 길음점,2.02E+13,I,59:59.0,그 밖의 대규모점포,201517.3853,456504.5619,준대규모점포,37.61087205,127.0150828,"(37.61087205,127.0150828)"
191,3070000,2.01E+18,20120420,,1,영업/정상,1,정상영업,918-5651,80.49,136131,서울특별시 성북구 월곡1동 62번지 1호,,,롯데슈퍼하월곡점,2.01E+13,I,59:59.0,,203353.7989,455765.4171,준대규모점포,37.60420775,127.035878,"(37.60420775,127.035878)"
192,3070000,2.01E+18,20170427,,1,영업/정상,1,정상영업,02   9235601,739,136035,서울특별시 성북구 동소문동5가 75번지,서울특별시 성북구 동소문로 98 (동소문동5가),136035,롯데마이슈퍼 동소문점,2.02E+13,I,59:59.0,구분없음,201358.894,454439.0851,준대규모점포,37.59226269,127.0132841,"(37.59226269,127.0132841)"
193,3080000,2.01E+18,20120322,,1,영업/정상,1,정상영업,980-5670,788.08,,,서울특별시 강북구 도봉로33길 18 (미아동),142815,(주)농협유통 미아점,2.01E+13,I,59:59.0,대형마트,202266.4487,457691.8024,준대규모점포,37.62156737,127.02357,"(37.62156737,127.02357)"
194,3080000,1.97E+18,19661219,,1,영업/정상,1,정상영업,02-989-4730,5301.07,,서울특별시 강북구 수유동 54번지 5호 수유시장,서울특별시 강북구 도봉로67길 18 수유시장 (수유동),1117,수유시장,2.02E+13,I,21:48.0,그 밖의 대규모점포,201956.181,458714.3658,대규모점포,37.63078114,127.0200581,"(37.63078114,127.0200581)"
195,3080000,1.97E+18,19711118,,1,영업/정상,1,정상영업,02-902-1353,3634.6,,서울특별시 강북구 수유동 32번지 2호 수유중앙시장,서울특별시 강북구 노해로17길 21 수유중앙시장 (수유동),1076,수유중앙시장,2.02E+13,I,21:48.0,그 밖의 대규모점포,201812.9047,459775.9928,대규모점포,37.64034645,127.0184376,"(37.64034645,127.0184376)"
196,3110000,2.01E+18,20110725,,1,영업/정상,1,정상영업,02-358-8546,510,122819,서울특별시 은평구 구산동 1번지 24호,서울특별시 은평구 서오릉로 145 (구산동),,홈플러스(주)익스프레스구산점,2.02E+13,U,09:00.0,그 밖의 대규모점포,192563.8745,456570.0846,,37.61143297,126.913678,"(37.61143297,126.913678)"
197,3080000,1.97E+18,19710719,,1,영업/정상,1,정상영업,02-901-1683,2651,142061,서울특별시 강북구 번1동 413번지 3호,서울특별시 강북구 한천로123길 26 (번동),142061,북부시장,2.01E+13,I,59:59.0,시장,202608.9341,459320.0308,대규모점포,37.63623648,127.0274551,"(37.63623648,127.0274551)"
198,3080000,1.98E+14,19750211,,1,영업/정상,1,정상영업,02-980-0740,3243,,서울특별시 강북구 미아동 701번지 3호 동북프라자,서울특별시 강북구 솔샘로 233 동북프라자 (미아동),1189,동북시장,2.02E+13,I,59:59.0,그 밖의 대규모점포,201589.778,457545.1009,대규모점포,37.62024699,127.0159049,"(37.62024699,127.0159049)"
199,3080000,2.01E+18,19620821,,1,영업/정상,1,정상영업,02-993-0240,1061,,,서울특별시 강북구 노해로23길 68 (수유동),142879,우이시장,2.01E+13,I,59:59.0,시장,201692.8689,460402.0655,대규모점포,37.64598744,127.0170789,"(37.64598744,127.0170789)"
200,3080000,2.01E+18,20141224,,1,영업/정상,1,정상영업,02-981-1151,12353.04,142100,서울특별시 강북구 미아동 71번지 1호,서울특별시 강북구 도봉로 52 (미아동),142100,연이스퀘어,2.02E+13,U,40:00.0,쇼핑센터,202615,456822,대규모점포,37.61372972,127.0275151,"(37.61372972,127.0275151)"
201,3180000,2.01E+18,20110630,,1,영업/정상,1,정상영업,02-833-8545,240.5,150833,서울특별시 영등포구 도림동 251번지 5호,서울특별시 영등포구 도신로 75 (도림동),150833,홈플러스(주) 익스프레스 도림점,2.02E+13,U,09:00.0,구분없음,191157.1393,444953.0052,,37.5067519,126.8978867,"(37.5067519,126.8978867)"
202,3050000,2.00E+18,19750905,,1,영업/정상,1,정상영업,222453026,809,,서울특별시 동대문구 장안동 108-5,서울특별시 동대문구 한천로 190(장안동),2525,전곡시장,2.02E+13,U,07:00.0,시장,205987.3456,452845.2843,,37.57788464,127.0656783,"(37.57788464,127.0656783)"
203,3080000,2.00E+18,19980625,,1,영업/정상,1,정상영업,02 9822278,4239.91,,서울특별시 강북구 수유동 63번지,서울특별시 강북구 도봉로 261 (수유동 삼호아파트수유프라자),1114,수유프라자,2.02E+13,U,40:00.0,복합쇼핑몰,202000.5137,458815.9777,대규모점포,37.63169655,127.0205606,"(37.63169655,127.0205606)"
204,3080000,2.00E+18,20031209,,1,영업/정상,1,정상영업,982-2278,0,142874,서울특별시 강북구 수유동 63번지,서울특별시 강북구 도봉로 261 (수유동),142874,수유프라자,2.02E+13,I,59:59.0,그 밖의 대규모점포,202000.5137,458815.9777,대규모점포,37.63169655,127.0205606,"(37.63169655,127.0205606)"
205,3080000,2.00E+18,20030425,,1,영업/정상,1,정상영업,02 9881430,9258,,서울특별시 강북구 미아동 58호,서울특별시 강북구 도봉로 45 (미아동),142100,숭인시장,2.02E+13,U,40:00.0,그 밖의 대규모점포,202558.5818,456709.9163,대규모점포,37.61272002,127.0268757,"(37.61272002,127.0268757)"
206,3080000,2.01E+18,20061214,,1,영업/정상,1,정상영업,02   9442500,45651.37,,서울특별시 강북구 미아동 70번지 6   호,서울특별시 강북구 도봉로 62 (미아동),142804,롯데백화점 미아점,2.02E+13,I,59:59.0,백화점,202625.6463,456875.974,대규모점포,37.61421598,127.0276359,"(37.61421598,127.0276359)"
207,3080000,2.01E+18,20070713,,1,영업/정상,1,정상영업,29943989,2837,142876,서울특별시 강북구 수유동 179번지 5호,서울특별시 강북구 한천로148길 12-43 (수유동),142876,강북종합시장,2.01E+13,I,59:59.0,시장,202197.0963,459964.5306,대규모점포,37.64204432,127.022791,"(37.64204432,127.022791)"
208,3080000,2.01E+18,20080710,,1,영업/정상,1,정상영업,02-903-5546,1698.5,142870,서울특별시 강북구 수유동 405번지 5호,서울특별시 강북구 삼양로91길 11-12 (수유동),142870,수유북부시장,2.02E+13,U,40:00.0,그 밖의 대규모점포,201354.5535,459317.5831,대규모점포,37.63621704,127.0132436,"(37.63621704,127.0132436)"
209,3080000,2.01E+18,20090910,,1,영업/정상,1,정상영업,9867000,4834.6,142804,서울특별시 강북구 송중동,서울특별시 강북구 도봉로 34 (미아동),142120,트레지오,2.02E+13,U,37:45.0,쇼핑센터,202642.446,456636.3082,대규모점포,37.61205659,127.0278253,"(37.61205659,127.0278253)"
210,3080000,2.01E+18,20110103,,1,영업/정상,1,정상영업,02-994-3989,2837,142073,서울특별시 강북구 수유3동 179번지 5호,서울특별시 강북구 한천로148길 12-43 (수유동),142876,강북종합시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,202197.0963,459964.5306,대규모점포,37.64204432,127.022791,"(37.64204432,127.022791)"
211,3080000,2.01E+18,20110124,,1,영업/정상,1,정상영업,02-902-1683,2736.8,142061,서울특별시 강북구 번1동 413번지 3호,서울특별시 강북구 한천로123길 26 (번동),142864,강북 북부시장,2.02E+13,U,40:00.0,시장,202608.9341,459320.0308,대규모점포,37.63623648,127.0274551,"(37.63623648,127.0274551)"
212,3080000,2.01E+18,20110823,,1,영업/정상,1,정상영업,6933-8701,490,142100,서울특별시 강북구 미아동 1357번지 6호,서울특별시 강북구 삼양로27길 35-21 (미아동),142807,(주)지에스리테일GS수퍼 강북미아점,2.02E+13,I,59:59.0,대형마트,201602.5775,457290.1007,준대규모점포,37.61794947,127.0160493,"(37.61794947,127.0160493)"
213,3080000,2.01E+18,20110909,,1,영업/정상,1,정상영업,209441510,8319.26,142100,서울특별시 강북구 미아동 1359번지,서울특별시 강북구 삼양로 247 (미아동),142100,롯데쇼핑(주) 롯데마트 삼양점,2.02E+13,I,59:59.0,대형마트,201494.6273,458136.3423,대규모점포,37.62557411,127.0148282,"(37.62557411,127.0148282)"
214,3080000,2.01E+18,20110916,,1,영업/정상,1,정상영업,2290-5853,1662.2,142071,서울특별시 강북구 수유1동 54번지 5호,서울특별시 강북구 도봉로67길 18 (수유동),142874,롯데쇼핑(주)롯데슈퍼수유점,2.02E+13,I,59:59.0,대형마트,201956.181,458714.3658,준대규모점포,37.63078114,127.0200581,"(37.63078114,127.0200581)"
215,3130000,2.01E+18,20111212,,1,영업/정상,1,정상영업,02-3272-8544,377.72,,서울특별시 마포구 도화동 353번지,서울특별시 마포구 도화4길 73 (도화동 현대홈타운),4180,홈플러스익스프레스 도화점,2.02E+13,U,06:00.0,그 밖의 대규모점포,195669.2176,448393.6587,,37.53778451,126.9488972,"(37.53778451,126.9488972)"
216,3080000,2.01E+18,20111202,,1,영업/정상,1,정상영업,32813652,500.56,142807,서울특별시 강북구 미아동 1351번지,서울특별시 강북구 도봉로 157 112호 (미아동 두원프라자),142814,(주)이마트에브리데이 미아동점,2.02E+13,U,09:00.0,대형마트,202314.4797,457821.8531,,37.62273898,127.0241144,"(37.62273898,127.0241144)"
217,3090000,2.02E+18,20190328,,1,영업/정상,1,정상영업,6052-7704,3338.57,,서울특별시 도봉구 쌍문동 711번지 금강아미움파크타운,서울특별시 도봉구 방학로5길 33 금강아미움파크타운 (쌍문동 금강아미움파크타운),1391,금강아미움쇼핑센터,2.02E+13,U,40:00.0,그 밖의 대규모점포,203296.1646,462113.8605,대규모점포,37.66140605,127.0352534,"(37.66140605,127.0352534)"
218,3090000,2.01E+18,20101130,,1,영업/정상,1,정상영업,954-1510,3629.76,132010,서울특별시 도봉구 도봉동 657번지,서울특별시 도봉구 마들로 724 (도봉동),132010,도봉한양프라자,2.01E+13,I,59:59.0,그 밖의 대규모점포,204136.5845,463573.1022,대규모점포,37.67455007,127.0447863,"(37.67455007,127.0447863)"
219,3090000,2.01E+18,19890804,,1,영업/정상,1,정상영업,956-4004,2775.53,132828,서울특별시 도봉구 방학동 271번지 2호,서울특별시 도봉구 방학로 223 (방학동),132828,신동아프라자,2.01E+13,I,59:59.0,그 밖의 대규모점포,202326.1758,462116.4086,대규모점포,37.6614319,127.0242602,"(37.6614319,127.0242602)"
220,3070000,2.02E+18,20140117,,1,영업/정상,1,정상영업,7077999129,7194,,서울특별시 성북구 장위동 68-225,서울특별시 성북구 장월로12길 41-1 장위전통시장 상인회 (장위동),2769,장위전통시장상인회,2.02E+13,I,08:00.0,시장,204407.2508,456638.1945,,37.61206695,127.0478131,"(37.61206695,127.0478131)"
221,3090000,2.00E+18,20030203,,1,영업/정상,1,정상영업,02-954-6442,4036.49,132731,서울특별시 도봉구 도봉동 30번지 1호 도봉한신쇼핑상가,서울특별시 도봉구 도봉로180나길 41 (도봉동),132731,도봉한신쇼핑상가,2.02E+13,U,40:00.0,그 밖의 대규모점포,204169.8477,464814.7174,대규모점포,37.68573652,127.0451703,"(37.68573652,127.0451703)"
222,3090000,2.01E+18,19951129,,1,영업/정상,1,정상영업,905-5362,3364.41,132784,서울특별시 도봉구 창동 804번지,서울특별시 도봉구 덕릉로63가길 61 (창동),132784,대우상가,2.01E+13,I,59:59.0,시장,203242.9685,460001.0811,대규모점포,37.64237061,127.0346413,"(37.64237061,127.0346413)"
223,3090000,2.01E+18,20120105,,1,영업/정상,1,정상영업,903-0900,784.04,132042,서울특별시 도봉구 창2동 628번지 20호,서울특별시 도봉구 도봉로104길 53 (창동),132042,(주)에브리데이리테일 창동점,2.01E+13,I,59:59.0,구분없음,203027.6271,460124.4184,준대규모점포,37.64348257,127.0322019,"(37.64348257,127.0322019)"
224,3090000,2.01E+18,20120315,,1,영업/정상,1,정상영업,903-5601,705.1,132032,서울특별시 도봉구 쌍문2동 19번지,서울특별시 도봉구 도당로 10 (쌍문동),132858,롯데슈퍼 쌍문점,2.02E+13,I,59:59.0,구분없음,203048.6693,461867.6479,준대규모점포,37.65918857,127.0324474,"(37.65918857,127.0324474)"
225,3090000,2.01E+18,20120318,,1,영업/정상,1,정상영업,903-5602,197.7,132041,서울특별시 도봉구 창1동 651번지 36호,서울특별시 도봉구 도봉로110길 65 (창동),132925,롯데슈퍼 창동점,2.02E+13,I,59:59.0,구분없음,203207.6253,460455.8376,준대규모점포,37.64646798,127.0342428,"(37.64646798,127.0342428)"
226,3090000,2.01E+18,20060904,,1,영업/정상,1,정상영업,02-907-0033,5648.26,132918,서울특별시 도봉구 창동 581번지 28호,서울특별시 도봉구 덕릉로57길 30 (창동),132918,삼익쇼핑,2.01E+13,I,59:59.0,그 밖의 대규모점포,203220.9214,459746.9244,대규모점포,37.6400808,127.0343904,"(37.6400808,127.0343904)"
