,역번호,호선,역명,역전화번호,도로명주소,위도,경도,위경도
196,2635,6,청구,02-6311-5371,서울특별시 중구 청구로 지하77 (신당동),37.56029391,127.013806,"(37.56029391,127.013806)"
197,2636,6,신당,02-6311-6351,서울특별시 중구 퇴계로 지하 431-1 (신당동),37.56565403,127.0195406,"(37.56565403,127.0195406)"
198,2637,6,동묘앞,02-6311-6361,서울특별시 종로구 종로 359 (숭인동),37.57337221,127.0167512,"(37.57337221,127.0167512)"
199,2638,6,창신,02-6311-6371,서울특별시 종로구 지봉로 지하112 (창신동),37.58001689,127.0152112,"(37.58001689,127.0152112)"
200,2639,6,보문,02-6311-6381,서울특별시 성북구 보문로 지하116 (보문동1가),37.58532772,127.019387,"(37.58532772,127.019387)"
201,2640,6,안암,02-6311-6391,서울특별시 성북구 고려대로 지하89 (안암동5가),37.58628048,127.029213,"(37.58628048,127.029213)"
202,2641,6,고려대,02-6311-6401,서울특별시 성북구 종암로 지하1 (종암동),37.59064969,127.0362849,"(37.59064969,127.0362849)"
203,2642,6,월곡,02-6311-6411,서울특별시 성북구 월곡로 지하107 (하월곡동),37.60142105,127.0411848,"(37.60142105,127.0411848)"
204,2643,6,상월곡,02-6311-6421,서울특별시 성북구 화랑로 지하157 (상월곡동),37.60626414,127.0483266,"(37.60626414,127.0483266)"
205,2644,6,돌곶이,02-6311-6431,서울특별시 성북구 화랑로 지하243 (석관동),37.6105507,127.0564252,"(37.6105507,127.0564252)"
206,2645,6,석계,02-6311-6441,서울특별시 노원구 화랑로 지하347-1 (월계동),37.61504808,127.0661184,"(37.61504808,127.0661184)"
207,2646,6,태릉입구,02-6311-7171,서울특별시 노원구 동일로 지하992-1 (공릉동),37.61790567,127.0749954,"(37.61790567,127.0749954)"
208,2647,6,화랑대,02-6311-6461,서울특별시 노원구 화랑로 지하510,37.61989439,127.0837446,"(37.61989439,127.0837446)"
209,2648,6,봉화산,02-6311-6471,서울특별시 중랑구 신내로 지하232 (신내동),37.61765376,127.0907581,"(37.61765376,127.0907581)"
210,2649,6,신내,02-6311-6481,서울특별시 중랑구 용마산로136길 33,37.61009453,127.110258,"(37.61009453,127.110258)"
211,2711,7,장암,02-6311-7091,경기도 의정부시 동일로 121 (장암동),37.70011896,127.0531354,"(37.70011896,127.0531354)"
212,2712,7,도봉산,02-6311-7101,서울특별시 도봉구 도봉로 964-40 (도봉동),37.68912056,127.0465288,"(37.68912056,127.0465288)"
213,2713,7,수락산,02-6311-7111,서울특별시 노원구 동일로 지하1662 (상계동),37.67762594,127.0553746,"(37.67762594,127.0553746)"
214,2714,7,마들,02-6311-7121,서울특별시 노원구 동일로 지하1530-1 (상계동),37.66508643,127.0576877,"(37.66508643,127.0576877)"
215,2715,7,노원,02-6311-7131,서울특별시 노원구 상계로 69-1 (상계동),37.65626778,127.0630304,"(37.65626778,127.0630304)"
216,2716,7,중계,02-6311-7141,서울특별시 노원구 동일로 지하1308-1 (중계동),37.64489068,127.0642467,"(37.64489068,127.0642467)"
217,2717,7,하계,02-6311-7151,서울특별시 노원구 동일로 지하1196 (하계동),37.63645212,127.0679885,"(37.63645212,127.0679885)"
218,2718,7,공릉,02-6311-7161,서울특별시 노원구 동일로 지하1074,37.62547692,127.0730052,"(37.62547692,127.0730052)"
219,2719,7,태릉입구,02-6311-7171,서울특별시 노원구 동일로 지하992-1 (공릉동),37.61790567,127.0749954,"(37.61790567,127.0749954)"
220,2720,7,먹골,02-6311-7181,서울특별시 중랑구 동일로 지하901 (묵동),37.61062506,127.0777648,"(37.61062506,127.0777648)"
221,2721,7,중화,02-6311-7191,서울특별시 중랑구 동일로 지하797 (중화동),37.6015797,127.0794692,"(37.6015797,127.0794692)"
222,2722,7,상봉,02-6311-7201,서울 중랑구 망우로 297,37.59671378,127.0854368,"(37.59671378,127.0854368)"
223,2723,7,면목,02-6311-7211,서울특별시 중랑구 면목로 지하407(면목동 / 면목역),37.5883849,127.0875678,"(37.5883849,127.0875678)"
224,2724,7,사가정,02-6311-7221,서울특별시 중랑구 사가정로 지하393 (면목동),37.58079455,127.0884391,"(37.58079455,127.0884391)"
225,2725,7,용마산,02-6311-7231,서울특별시 중랑구 용마산로 지하227 (면목동),37.57403021,127.0870381,"(37.57403021,127.0870381)"
226,2726,7,중곡,02-6311-7241,서울특별시 광진구 능동로 지하417 (중곡동),37.56552588,127.0840724,"(37.56552588,127.0840724)"
227,2727,7,군자,02-6311-5441,서울특별시 광진구 천호대로 지하550,37.55736319,127.0790173,"(37.55736319,127.0790173)"
228,2728,7,어린이대공원,02-6311-7261,서울특별시 광진구 능동로 지하210 (화양동),37.5478712,127.0745499,"(37.5478712,127.0745499)"
229,2729,7,건대입구,02-6311-7271,서울특별시 광진구 능동로110(화양동6-3),37.54065794,127.0714119,"(37.54065794,127.0714119)"
230,2730,7,뚝섬유원지,02-6311-7281,서울특별시 광진구 능동로 10 (자양동),37.53158626,127.0667177,"(37.53158626,127.0667177)"
231,2731,7,청담,02-6311-7291,서울특별시 강남구 학동로 지하508 (청담동),37.51944066,127.0536445,"(37.51944066,127.0536445)"
232,2732,7,강남구청,02-6311-7301,서울특별시 강남구 학동로 지하346 (삼성동),37.51718924,127.0413014,"(37.51718924,127.0413014)"
233,2733,7,학동,02-6311-7311,서울특별시 강남구 학동로 지하180 (논현동),37.51420643,127.0314638,"(37.51420643,127.0314638)"
234,2734,7,논현,02-6311-7321,서울특별시 강남구 학동로 지하102(논현동),37.51119883,127.0216579,"(37.51119883,127.0216579)"
235,2735,7,반포,02-6311-7331,서울특별시 서초구 신반포로 지하241(잠원동),37.50812639,127.011497,"(37.50812639,127.011497)"
236,2736,7,고속터미널,02-6311-7341,서울특별시 서초구 신반포로 지하 188 (반포동),37.50464718,127.0044421,"(37.50464718,127.0044421)"
237,2737,7,내방,02-6311-7351,서울특별시 서초구 서초대로 지하103 (방배동),37.48753353,126.9931903,"(37.48753353,126.9931903)"
238,2738,7,이수,02-6311-7361,서울특별시 동작구 사당로 지하310 (사당동),37.48501514,126.9810218,"(37.48501514,126.9810218)"
239,2739,7,남성,02-6311-7371,서울특별시 동작구 사당로 지하218 (사당동),37.48444339,126.9717061,"(37.48444339,126.9717061)"
240,2740,7,숭실대입구,02-6311-7381,서울특별시 동작구 상도로 지하 378,37.49581433,126.9540602,"(37.49581433,126.9540602)"
241,2741,7,상도,02-6311-7392,서울특별시 동작구 상도로 지하272 (상도1동),37.50320805,126.9477004,"(37.50320805,126.9477004)"
242,2742,7,장승배기,02-6311-7401,서울특별시 동작구 상도로 지하188 (상도동),37.5046658,126.9387444,"(37.5046658,126.9387444)"
243,2743,7,신대방삼거리,02-6311-7411,서울특별시 동작구 상도로 지하76 (대방동) ,37.49972183,126.928223,"(37.49972183,126.928223)"
244,2744,7,보라매,02-6311-7421,서울특별시 동작구 상도로 지하2 (대방동),37.49991005,126.9204894,"(37.49991005,126.9204894)"
245,2745,7,신풍,02-6311-7431,서울특별시 영등포구 신풍로 지하27 (신길동),37.5001172,126.9098417,"(37.5001172,126.9098417)"
246,2746,7,대림,02-6311-7441,서울특별시 영등포구 도림로 지하137,37.49274307,126.8966118,"(37.49274307,126.8966118)"
247,2747,7,남구로,02-6311-7451,서울특별시 구로구 도림로 지하7 (구로동),37.48616184,126.887341,"(37.48616184,126.887341)"
248,2748,7,가산디지털단지,02-6311-7461,서울특별시 금천구 벚꽃로 309 (가산동),37.48159574,126.8825595,"(37.48159574,126.8825595)"
249,2749,7,철산,02-6311-7471,경기도 광명시 철산로 지하13 (철산동),37.47609801,126.8680039,"(37.47609801,126.8680039)"
250,2750,7,광명사거리,02-6311-7481,경기도 광명시 오리로 지하980(광명동),37.47933558,126.8547032,"(37.47933558,126.8547032)"
251,2751,7,천왕,02-6311-7491,서울특별시 구로구 오리로 지하1154(오류동),37.48682194,126.8387137,"(37.48682194,126.8387137)"
252,2752,7,온수,02-6311-7501,서울특별시 구로구 경인로3길 지하64 (온수동),37.49215028,126.8233807,"(37.49215028,126.8233807)"
253,2753,7,까치울,02-6311-7511,경기도 부천시 길주로 626 ,37.50619978,126.8113983,"(37.50619978,126.8113983)"
254,2754,7,부천종합운동장,02-6311-7521,경기도 부천시 길주로 지하 502 ,37.50548324,126.79743,"(37.50548324,126.79743)"
255,2755,7,춘의,02-6311-7531,경기도 부천시 길주로 지하 406 ,37.50364409,126.7868664,"(37.50364409,126.7868664)"
256,2756,7,신중동,02-6311-7541,경기도 부천시 길주로 314 ,37.50297215,126.7764991,"(37.50297215,126.7764991)"
257,2757,7,부천시청,02-6311-7551,경기도 부천시 길주로 202 ,37.50464221,126.7640604,"(37.50464221,126.7640604)"
258,2758,7,상동,02-6311-7561,경기도 부천시 길주로 104 ,37.50580985,126.753187,"(37.50580985,126.753187)"
259,2759,7,삼산체육관,02-6311-7571,인천광역시 부평구 길주로 지하713 (삼산동),37.5065825,126.7419066,"(37.5065825,126.7419066)"
260,2760,7,굴포천,02-6311-7581,인천광역시 부평구 길주로 지하623 (삼산동),37.50707843,126.7317624,"(37.50707843,126.7317624)"
261,2761,7,부평구청,02-6311-7591,인천광역시 부평구 길주로 지하527(갈산동),37.50760647,126.7208572,"(37.50760647,126.7208572)"
262,2811,8,암사,02-6311-8101,서울특별시 강동구 올림픽로 지하776 (암사동),37.55014034,127.1275402,"(37.55014034,127.1275402)"
263,2812,8,천호,02-6311-5471,서울특별시 강동구 천호대로 지하997 (천호동),37.53857898,127.1237424,"(37.53857898,127.1237424)"
264,2813,8,강동구청,02-6311-8121,서울특별시 강동구 올림픽로 지하550 (성내동),37.53067409,127.1205761,"(37.53067409,127.1205761)"
265,2814,8,몽촌토성,02-6311-8131,서울특별시 송파구 올림픽로 지하383,37.51762363,127.1124299,"(37.51762363,127.1124299)"
266,2815,8,잠실,02-6311-8141,서울특별시 송파구 올림픽로 지하 265 (잠실동),37.51385928,127.1018579,"(37.51385928,127.1018579)"
267,2816,8,석촌,02-6311-8151,서울특별시 송파구 송파대로 지하439 (석촌동),37.50594964,127.1063453,"(37.50594964,127.1063453)"
268,2817,8,송파,02-6311-8161,서울특별시 송파구 송파대로 지하354 (가락동),37.49968667,127.1121799,"(37.49968667,127.1121799)"
269,2818,8,가락시장,02-6311-8171,서울특별시 송파구 송파대로 지하 257 (가락동),37.49274403,127.1184857,"(37.49274403,127.1184857)"
270,2819,8,문정,02-6311-8181,서울특별시 송파구 송파대로 지하179 (문정동),37.48626182,127.1222903,"(37.48626182,127.1222903)"
271,2820,8,장지,02-6311-8191,서울특별시 송파구 송파대로 지하82 (장지동),37.47811921,127.1264242,"(37.47811921,127.1264242)"
272,2821,8,복정,02-6311-8201,서울특별시 송파구 송파대로 지하6 (장지동),37.471056,127.1267712,"(37.471056,127.1267712)"
273,2822,8,산성,02-6311-8211,경기도 성남시 수정구 수정로 지하365(신흥동),37.45652458,127.1499435,"(37.45652458,127.1499435)"
274,2823,8,남한산성입구,02-6311-8221,경기도 성남시 수정구 산성대로 지하 445,37.45156834,127.1598025,"(37.45156834,127.1598025)"
275,2824,8,단대오거리,02-6311-8231,경기도 성남시 수정구 산성대로 지하365 (신흥동),37.44514315,127.1566879,"(37.44514315,127.1566879)"
276,2825,8,신흥,02-6311-8241,경기도 성남시 수정구 산성대로 지하280 (신흥동),37.44118408,127.1481076,"(37.44118408,127.1481076)"
277,2826,8,수진,02-6311-8251,경기도 성남시 수정구 산성대로 지하200 (수진동),37.43745947,127.1403519,"(37.43745947,127.1403519)"
278,2827,8,모란,02-6311-8261,경기도 성남시 수정구 산성대로 지하100 (수진동),37.43385017,127.1295512,"(37.43385017,127.1295512)"
279,4126,9,언주,02-2656-0926,서울특별시 강남구 봉은사로 지하 201,37.5074455,127.0342847,"(37.5074455,127.0342847)"
280,4127,9,선정릉,02-2656-0927,서울특별시 강남구 선릉로 지하 580,37.51085389,127.043641,"(37.51085389,127.043641)"
281,4128,9,삼성중앙,02-2656-0928,서울특별시 강남구 봉은사로 지하 501,37.51288303,127.0527057,"(37.51288303,127.0527057)"
282,4129,9,봉은사,02-2656-0929,서울특별시 강남구 봉은사로 지하 601,37.51436062,127.0608919,"(37.51436062,127.0608919)"
283,4130,9,종합운동장,02-2656-0930,서울특별시 송파구 올림픽로 지하 23 (잠실동),37.51096927,127.073356,"(37.51096927,127.073356)"
284,4131,9,삼전,02-2656-0931,서울특별시 송파구 백제고분로 187,37.5047453,127.0877816,"(37.5047453,127.0877816)"
285,4132,9,석촌고분,02-2656-0932,서울특별시 송파구 삼학사로 53,37.50201881,127.096617,"(37.50201881,127.096617)"
286,4133,9,석촌,02-2656-0933,서울특별시 송파구 송파대로 439,37.50594964,127.1063453,"(37.50594964,127.1063453)"
287,4134,9,송파나루,02-2656-0934,서울특별시 송파구 오금로 165,37.51012031,127.1131232,"(37.51012031,127.1131232)"
288,4135,9,한성백제,02-2656-0935,서울특별시 송파구 위례성대로 51,37.51686487,127.1181845,"(37.51686487,127.1181845)"
289,4136,9,올림픽공원,02-2656-0936,서울특별시 송파구 양재대로 1233,37.51608765,127.1306001,"(37.51608765,127.1306001)"
290,4137,9,둔촌오륜,02-2656-0937,서울 강동구 강동대로 지하 303,37.51942425,127.1384273,"(37.51942425,127.1384273)"
291,4138,9,중앙보훈병원,02-2656-0938,서울특별시 강동구 명일로 117,37.52961186,127.1427556,"(37.52961186,127.1427556)"
