,학교종류명,설립구분,표준학교코드,학교명,영문학교명,관할조직명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,팩스번호,남녀공학구분명,고등학교구분명,산업체특별학급존재여부,고등학교일반실업구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자,개교기념일,시도교육청코드,시도교육청명,소재지명,주야과정,계열명,학과명,적재일시,위도,경도,위경도
286,중학교,공립,7121345,북악중학교,Bugak Middle School,서울특별시성북강북교육지원청,2812,서울특별시 성북구 정릉로12길 41,(정릉동/북악중학교),02-910-2311,http://www.bugak.ms.kr,02-919-5097,남여공학,,N,일반계,,전기,주간,19840110,19840427,B10,서울특별시교육청,서울특별시,,,,20211108,37.60700905,127.0016095,"(37.60700905,127.0016095)"
287,중학교,공립,7121344,번동중학교,Beondong Middle School,서울특별시성북강북교육지원청,1137,서울특별시 강북구 오현로35길 87,(번동/번동중학교),02-945-0168,http://www.beondong.ms.kr,02-986-1450,남여공학,,N,일반계,,전기,주간,19920301,19920428,B10,서울특별시교육청,서울특별시,,,,20211108,37.63245569,127.0362064,"(37.63245569,127.0362064)"
288,중학교,공립,7121343,미양중학교,Miyang Middle School,서울특별시성북강북교육지원청,1190,서울특별시 강북구 인수봉로 39,(미아동/미양중.고등학교),02-981-6872,http://mi-yang.sen.ms.kr,02-981-6874,남여공학,,N,해당없음,,전기,주간,20090301,20090610,B10,서울특별시교육청,서울특별시,,,,20211108,37.62366717,127.0121792,"(37.62366717,127.0121792)"
289,중학교,공립,7121342,개운중학교,Gaewoon Middle School,서울특별시성북강북교육지원청,2808,서울특별시 성북구 북악산로 935,(돈암동/개운중학교),02-3291-5492,http://www.gw.ms.kr,02-3291-5495,남여공학,,N,해당없음,,전기,주간,20060301,20060301,B10,서울특별시교육청,서울특별시,,,,20211108,37.59462665,127.0248421,"(37.59462665,127.0248421)"
290,중학교,공립,7121341,강북중학교,Kangbuk Middle School,서울특별시성북강북교육지원청,1051,서울특별시 강북구 한천로150길 67,(수유동/ 강북중학교),02-999-4104,http://www.kangbuk.ms.kr/,02-993-3465,남여공학,,N,일반계,,전기,주간,19801227,19801227,B10,서울특별시교육청,서울특별시,,,,20211108,37.6449159,127.0253734,"(37.6449159,127.0253734)"
291,초등학교,사립,7121340,우촌초등학교,Uchon Elementary School,서울특별시성북강북교육지원청,2831,서울특별시 성북구 성북로4길 52-1,(돈암동/우촌초등학교),02-929-1671,http://www.uchon.es.kr,02-925-4486,남여공학,,N,일반계,,전기,주간,19650324,19650415,B10,서울특별시교육청,서울특별시,,,,20211108,37.59564089,127.0114006,"(37.59564089,127.0114006)"
292,초등학교,사립,7121339,영훈초등학교,Younghoon Elementary School,서울특별시성북강북교육지원청,1211,서울특별시 강북구 도봉로13가길 19,(미아동/학교법인영훈학원),02-944-3600,http://www.younghoon.es.kr,02-982-5911,남여공학,,N,일반계,,전기,주간,19650925,19650925,B10,서울특별시교육청,서울특별시,,,,20211108,37.61468187,127.0280933,"(37.61468187,127.0280933)"
293,초등학교,사립,7121338,성신초등학교,Sungshin Elementary School,서울특별시성북강북교육지원청,2840,서울특별시 성북구 북악산로 918,(돈암동/성신초등학교),02-921-1813,http://www.sungshin.es.kr,02-921-1815,남여공학,,N,일반계,,전기,주간,19650308,19650428,B10,서울특별시교육청,서울특별시,,,,20211108,37.59462313,127.0231285,"(37.59462313,127.0231285)"
294,초등학교,사립,7121337,매원초등학교,Maewon Elementary School,서울특별시성북강북교육지원청,2828,서울특별시 성북구 북악산로 870,(돈암동),02-922-6052,http://www.maewon.es.kr,02-921-1105,남여공학,,N,일반계,,전기,주간,19631205,19640309,B10,서울특별시교육청,서울특별시,,,,20211108,37.59767468,127.0191869,"(37.59767468,127.0191869)"
295,초등학교,사립,7121336,대광초등학교,Daegwang Elementary School,서울특별시성북강북교육지원청,2859,서울특별시 성북구 안암로 5,(보문동7가/대광초등학교),02-923-2032,http://www.daegwang.or.kr,02-922-6195,남여공학,,N,일반계,,전기,주간,19651201,19660525,B10,서울특별시교육청,서울특별시,,,,20211108,37.57915104,127.0234459,"(37.57915104,127.0234459)"
296,초등학교,사립,7121335,광운초등학교,Kwangwoon Elementary School,서울특별시성북강북교육지원청,2763,서울특별시 성북구 한천로 694,/ 광운초등학교 (장위동/ 광운초등학교),02-915-7312,http://kwangwoon.sen.es.kr,02-915-7515,남여공학,,N,일반계,,전기,주간,19651025,19651025,B10,서울특별시교육청,서울특별시,,,,20211108,37.61906522,127.0550771,"(37.61906522,127.0550771)"
297,초등학교,공립,7121334,서울화계초등학교,Seoul Hwagye Elementary School,서울특별시성북강북교육지원청,1158,서울특별시 강북구 솔매로50가길 25,(미아동),02-986-7782,http://hwagye.es.kr,02-986-7784,남여공학,,N,일반계,,전기,주간,19670915,19671021,B10,서울특별시교육청,서울특별시,,,,20211108,37.62388498,127.0297162,"(37.62388498,127.0297162)"
298,초등학교,공립,7121333,서울청덕초등학교,Seoul Cheongdeok Elementary School,서울특별시성북강북교육지원청,2706,서울특별시 성북구 정릉로9라길 11,(정릉동/서울청덕초등학교),02-914-8740,http://www.cheongdeok.es.kr,02-914-8557,남여공학,,N,일반계,,전기,주간,19670910,19671130,B10,서울특별시교육청,서울특별시,,,,20211108,37.61203289,127.0003334,"(37.61203289,127.0003334)"
299,초등학교,공립,7121332,서울정수초등학교,Seoul Jungsu Elementary School,서울특별시성북강북교육지원청,2813,서울특별시 성북구 정릉로24길 58,(정릉동/서울정수초등학교),02-916-0051,http://www.jungsu.es.kr,02-942-5030,남여공학,,N,일반계,,전기,주간,19860406,19860406,B10,서울특별시교육청,서울특별시,,,,20211108,37.60377489,127.0077189,"(37.60377489,127.0077189)"
300,초등학교,공립,7121331,서울정릉초등학교,Seoul Jeongneung Elementary School,서울특별시성북강북교육지원청,2701,서울특별시 성북구 솔샘로25가길 8,(정릉동/서울정릉초등학교),02-916-2590,http://jeongneung.sen.es.kr,02-942-7534,남여공학,,N,일반계,,전기,주간,19850710,19851025,B10,서울특별시교육청,서울특별시,,,,20211108,37.61979605,127.0052561,"(37.61979605,127.0052561)"
301,초등학교,공립,7121330,서울정덕초등학교,Seoul Jeongdeok Elementary School,서울특별시성북강북교육지원청,2826,서울특별시 성북구 아리랑로 63,(동소문동7가/서울정덕초등학교),02-928-0422,http://www.jeongdeok.es.kr,02-923-5537,남여공학,,N,일반계,,전기,주간,19461101,19461101,B10,서울특별시교육청,서울특별시,,,,20211108,37.59823995,127.0134213,"(37.59823995,127.0134213)"
302,초등학교,공립,7121329,서울장위초등학교,Seoul Jangwi Elementary School,서울특별시성북강북교육지원청,2769,서울특별시 성북구 장월로8가길 41,(장위동/서울장위초등학교),02-942-1772,www.jangwicho.es.kr,02-942-2302,남여공학,,N,일반계,,전기,주간,19461211,19491101,B10,서울특별시교육청,서울특별시,,,,20211108,37.61144251,127.0500064,"(37.61144251,127.0500064)"
303,초등학교,공립,7121328,서울장월초등학교,Seoul Jangwol Elementary School,서울특별시성북강북교육지원청,2758,서울특별시 성북구 한천로101길 66,(장위동/ 서울장월초등학교),02-918-7822,http://jangwol.sen.es.kr,02-918-7824,남여공학,,N,해당없음,,전기,주간,20060719,20061030,B10,서울특별시교육청,서울특별시,,,,20211108,37.62194109,127.0471733,"(37.62194109,127.0471733)"
304,초등학교,공립,7121327,서울장곡초등학교,Seoul Janggok Elementary School,서울특별시성북강북교육지원청,2754,서울특별시 성북구 장월로23길 16,(장위동/서울장곡초등학교),02-918-8494,http://janggok.sen.es.kr,02-919-9061,남여공학,,N,일반계,,전기,주간,19780222,19780321,B10,서울특별시교육청,서울특별시,,,,20211108,37.61683137,127.0481552,"(37.61683137,127.0481552)"
305,초등학교,공립,7121326,서울일신초등학교,Seoul Ilshin Elementary School,서울특별시성북강북교육지원청,2795,서울특별시 성북구 월곡로 74,(종암동/서울일신초등학교),02-909-2893,http://www.ilshin.es.kr,02-909-2897,남여공학,,N,일반계,,전기,주간,20000901,20000901,B10,서울특별시교육청,서울특별시,,,,20211108,37.59881357,127.0401781,"(37.59881357,127.0401781)"
306,초등학교,공립,7121325,서울인수초등학교,Seoul Insu Elementary School,서울특별시성북강북교육지원청,1020,서울특별시 강북구 인수봉로 269,(수유동/서울인수초등학교),02-902-2003,http://www.insu.es.kr,02-998-9774,남여공학,,N,일반계,,전기,주간,19820707,19821025,B10,서울특별시교육청,서울특별시,,,,20211108,37.64305053,127.0091358,"(37.64305053,127.0091358)"
307,초등학교,공립,7121324,서울유현초등학교,Seoul Yuhyeon Elementary School,서울특별시성북강북교육지원청,1095,서울특별시 강북구 인수봉로37길 24,(수유동/서울유현초등학교),02-985-3121,http://youhyeon.sen.es.kr,02-985-3123,남여공학,,N,일반계,,전기,주간,19740605,19740605,B10,서울특별시교육청,서울특별시,,,,20211108,37.63234717,127.011421,"(37.63234717,127.011421)"
308,초등학교,공립,7121323,서울월곡초등학교,Seoul Wolgok Elementary School,서울특별시성북강북교육지원청,2747,서울특별시 성북구 장월로3길 42,(장위동/서울월곡초등학교),02-941-1761,http://www.swg.es.kr,02-941-1763,남여공학,,N,일반계,,전기,주간,19710901,19720714,B10,서울특별시교육청,서울특별시,,,,20211108,37.61002442,127.046081,"(37.61002442,127.046081)"
309,초등학교,공립,7121322,서울우이초등학교,Seoul Wooi Elementary School,서울특별시성북강북교육지원청,1085,서울특별시 강북구 삼양로99길 36,(수유동/서울우이초등학교),02-991-8722,http://wooi.sen.es.kr,02-998-7470,남여공학,,N,일반계,,전기,주간,19491002,19491002,B10,서울특별시교육청,서울특별시,,,,20211108,37.63865468,127.0148082,"(37.63865468,127.0148082)"
310,초등학교,공립,7121321,서울오현초등학교,Seoul Oh-hyun Elementary School,서울특별시성북강북교육지원청,1230,서울특별시 강북구 월계로 221,(번동/오현초등학교),02-987-0419,http://www.oh-hyun.es.kr,02-984-1459,남여공학,,N,일반계,,전기,주간,19911002,19911002,B10,서울특별시교육청,서울특별시,,,,20211108,37.62341912,127.0465761,"(37.62341912,127.0465761)"
311,초등학교,공립,7121320,서울안암초등학교,Seoul Anam Elementary School,서울특별시성북강북교육지원청,2850,서울특별시 성북구 고려대로7가길 39,(안암동2가/서울안암초등학교),02-926-4426,http://www.anam.es.kr,02-926-1802,남여공학,,N,일반계,,전기,주간,19560324,19600607,B10,서울특별시교육청,서울특별시,,,,20211108,37.5871587,127.0220989,"(37.5871587,127.0220989)"
312,초등학교,공립,7121319,서울숭인초등학교,Seoul Soong-in Elementary School,서울특별시성북강북교육지원청,2741,서울특별시 성북구 오패산로16길 37,(하월곡동/서울숭인초등학교),070-7126-8094,http://www.soongin.es.kr/,02-942-6683,남여공학,,N,일반계,,전기,주간,19370401,19370401,B10,서울특별시교육청,서울특별시,,,,20211108,37.6091602,127.0382341,"(37.6091602,127.0382341)"
313,초등학교,공립,7121318,서울숭례초등학교,Seoul Sungrye Elementary School,서울특별시성북강북교육지원청,2811,서울특별시 성북구 종암로5길 14,(종암동/서울숭례초등학교),02-927-5611,http://www.sungrye.es.kr,02-927-5614,남여공학,,N,일반계,,전기,주간,19451101,19451101,B10,서울특별시교육청,서울특별시,,,,20211108,37.59452119,127.0352972,"(37.59452119,127.0352972)"
314,초등학교,공립,7121317,서울숭덕초등학교,Seoul Soongduck Elementary School,서울특별시성북강북교육지원청,2718,서울특별시 성북구 정릉로 279,(정릉동/서울숭덕초등학교),02-911-1761,www.soongduck.es.kr,02-911-1251,남여공학,,N,일반계,,전기,주간,19450514,19450514,B10,서울특별시교육청,서울특별시,,,,20211108,37.6038198,127.013291,"(37.6038198,127.013291)"
315,초등학교,공립,7121316,서울숭곡초등학교,Seoul Soong-gok Elementary School,서울특별시성북강북교육지원청,2736,서울특별시 성북구 종암로40길 30,(하월곡동/서울숭곡초등학교),02-912-5846,http://soonggok.es.kr/,02-942-2630,남여공학,,N,일반계,,전기,주간,19720301,19720301,B10,서울특별시교육청,서울특별시,,,,20211108,37.60843284,127.0328151,"(37.60843284,127.0328151)"
316,초등학교,공립,7121315,서울수유초등학교,Seoul Suyu Elementary School,서울특별시성북강북교육지원청,1116,서울특별시 강북구 삼양로74길 39,/ 수유초등학교,02-989-3724,http://suyu.es.kr,02-980-4631,남여공학,,N,일반계,,전기,주간,19670309,19670309,B10,서울특별시교육청,서울특별시,,,,20211108,37.63124966,127.0202924,"(37.63124966,127.0202924)"
317,초등학교,공립,7121314,서울수송초등학교,Seoul Soosong Elementary School,서울특별시성북강북교육지원청,1061,서울특별시 강북구 한천로124길 14,(번동),02-996-6494,http://www.soosong.es.kr,02-994-1843,남여공학,,N,일반계,,전기,주간,20010901,20010901,B10,서울특별시교육청,서울특별시,,,,20211108,37.63732397,127.0332067,"(37.63732397,127.0332067)"
318,초등학교,공립,7121313,서울송천초등학교,Seoul Songcheon Elementary School,서울특별시성북강북교육지원청,1208,서울특별시 강북구 삼양로20길 29,(미아동/서울송천초등학교),02-982-9511,http://song-cheon.sen.es.kr,02-984-4854,남여공학,,N,일반계,,전기,주간,19661216,19670419,B10,서울특별시교육청,서울특별시,,,,20211108,37.6149052,127.0237354,"(37.6149052,127.0237354)"
319,초등학교,공립,7121312,서울송중초등학교,Seoul Songjoong Elementary School,서울특별시성북강북교육지원청,1165,서울특별시 강북구 오현로 9,(미아동/송중초등학교),02-985-1922,http://www.songjoong.es.kr,02-945-1829,남여공학,,N,일반계,,전기,주간,19830701,19831118,B10,서울특별시교육청,서울특별시,,,,20211108,37.61746908,127.0319965,"(37.61746908,127.0319965)"
320,초등학교,공립,7121311,서울성북초등학교,Seoul Seongbuk Elementary School,서울특별시성북강북교육지원청,2837,서울특별시 성북구 성북로 102-10,(성북동/서울성북초등학교),02-764-5987,http://www.sungbuk.es.kr,02-762-1670,남여공학,,N,일반계,,전기,주간,19460901,19420303,B10,서울특별시교육청,서울특별시,,,,20211108,37.59405389,126.9987754,"(37.59405389,126.9987754)"
321,초등학교,공립,7121310,서울석관초등학교,Seoul Seokgwan Elementary School,서울특별시성북강북교육지원청,2783,서울특별시 성북구 돌곶이로22길 21,/ 서울석관초등학교 (석관동/서울석관초등학교),02-959-1391,http://www.seokgwan.es.kr/,02-959-1390,남여공학,,N,일반계,,전기,주간,19710525,19711203,B10,서울특별시교육청,서울특별시,,,,20211108,37.61102206,127.0583553,"(37.61102206,127.0583553)"
322,초등학교,공립,7121309,서울석계초등학교,Seoul Seokgye Elementary School,서울특별시성북강북교육지원청,2780,서울특별시 성북구 한천로58길 273,(석관동),02-964-9578,http://www.sukgye.es.kr,02-964-9580,남여공학,,N,해당없음,,전기,주간,20050301,20050603,B10,서울특별시교육청,서울특별시,,,,20211108,37.60881368,127.0697321,"(37.60881368,127.0697321)"
323,초등학교,공립,7121308,서울삼양초등학교,Seoul Samyang Elementary School,서울특별시성북강북교육지원청,1181,서울특별시 강북구 삼양로49길 17,(미아동/삼양초등학교),02-987-8321,http://www.samyang.es.kr,02-987-8325,남여공학,,N,일반계,,전기,주간,19591110,19591110,B10,서울특별시교육청,서울특별시,,,,20211108,37.62329558,127.0161491,"(37.62329558,127.0161491)"
324,초등학교,공립,7121307,서울삼선초등학교,Seoul Samseon Elementary School,서울특별시성북강북교육지원청,2863,서울특별시 성북구 보문로29길 106,(삼선동3가/서울삼선초등학교),02-742-1847,https://samsun.sen.es.kr,02-764-8289,남여공학,,N,일반계,,전기,주간,19490901,19490901,B10,서울특별시교육청,서울특별시,,,,20211108,37.58714152,127.0126718,"(37.58714152,127.0126718)"
325,초등학교,공립,7121306,서울삼각산초등학교,Seoul Samgaksan Elementary School,서울특별시성북강북교육지원청,1198,서울특별시 강북구 삼양로19길 141,(미아동/삼각산초등학교),02-987-5784,http://www.samgaksan.es.kr,02-987-5786,남여공학,,N,일반계,,전기,주간,20011231,20020301,B10,서울특별시교육청,서울특별시,,,,20211108,37.61614897,127.0145684,"(37.61614897,127.0145684)"
326,초등학교,공립,7121305,서울번동초등학교,Seoul Beondong Elementary School,서울특별시성북강북교육지원청,1224,서울특별시 강북구 오현로 204,(번동/번동초등학교),02-987-1863,http://www.beondong.es.kr,02-945-1725,남여공학,,N,일반계,,전기,주간,19910325,19910605,B10,서울특별시교육청,서울특별시,,,,20211108,37.62902386,127.0400394,"(37.62902386,127.0400394)"
327,초등학교,공립,7121304,서울미양초등학교,Seoul Miyang Elementary School,서울특별시성북강북교육지원청,1187,서울특별시 강북구 솔샘로 195,(미아동/미양초등학교),02-989-9467,http://mi-yang.es.kr,02-985-1843,남여공학,,N,일반계,,전기,주간,19710105,19711113,B10,서울특별시교육청,서울특별시,,,,20211108,37.62153242,127.0141334,"(37.62153242,127.0141334)"
328,초등학교,공립,7121303,서울미아초등학교,Seoul Mia Elementary School,서울특별시성북강북교육지원청,2724,서울특별시 성북구 삼양로 77,(길음동/ 서울미아초등학교),02-912-4014,www.mia.es.kr,02-942-4554,남여공학,,N,일반계,,전기,주간,19620328,19620328,B10,서울특별시교육청,서울특별시,,,,20211108,37.61058761,127.0216444,"(37.61058761,127.0216444)"
329,초등학교,공립,7121302,서울동신초등학교,Seoul Dongsin Elementary School,서울특별시성북강북교육지원청,2874,서울특별시 성북구 보문사길 50,(보문동3가/서울동신초등학교),02-923-3870,http://dongsin.sen.es.kr,02-928-3478,남여공학,,N,일반계,,전기,주간,19481101,19481101,B10,서울특별시교육청,서울특별시,,,,20211108,37.58328787,127.017058,"(37.58328787,127.017058)"
330,초등학교,공립,7121301,서울돈암초등학교,Seoul Donam Elementary School,서울특별시성북강북교육지원청,2830,서울특별시 성북구 동소문로13길 38,(동소문동6가/서울돈암초등학교),02-928-2010,http://www.donam.es.kr,02-928-6431,남여공학,,N,일반계,,전기,주간,19440930,19440930,B10,서울특별시교육청,서울특별시,,,,20211108,37.59374656,127.0131036,"(37.59374656,127.0131036)"
331,초등학교,공립,7121300,서울길음초등학교,Seoul Gireum Elementary School,서울특별시성북강북교육지원청,2723,서울특별시 성북구 길음로 142,(길음동/서울길음초등학교),02-918-9983,http://www.gireum.es.kr/,02-918-9085,남여공학,,N,일반계,,전기,주간,19841205,19841205,B10,서울특별시교육청,서울특별시,,,,20211108,37.61363115,127.01666,"(37.61363115,127.01666)"
332,초등학교,공립,7121299,서울길원초등학교,Seoul Gilwon Elementary School,서울특별시성북강북교육지원청,2715,서울특별시 성북구 길음로15길 55,/ 서울길원초등학교 (길음동),02-914-9369,http://www.gilwon.es.kr,02-914-9372,남여공학,,N,해당없음,,전기,주간,20060105,20060301,B10,서울특별시교육청,서울특별시,,,,20211108,37.60906464,127.0167996,"(37.60906464,127.0167996)"
333,초등학교,공립,7121298,서울개운초등학교,Seoul Gaewoon Elementary School,서울특별시성북강북교육지원청,2806,서울특별시 성북구 정릉로48길 52,(돈암동/서울개운초등학교),02-925-8838,http://gaewoon.sen.es.kr/,02-925-8868,남여공학,,N,일반계,,전기,주간,20020710,20020710,B10,서울특별시교육청,서울특별시,,,,20211108,37.60183902,127.0275962,"(37.60183902,127.0275962)"
334,중학교,공립,7091486,내곡중학교,NAEGOK MIDDLE SCHOOL,서울특별시강남서초교육지원청,6799,서울특별시 서초구 청계산로7길 9-20,(신원동),02-571-9532,http://www.naegok.ms.kr,02-571-9533,남여공학,,N,해당없음,,후기,주간,20180208,20180501,B10,서울특별시교육청,서울특별시,,,,20211108,37.45200325,127.0544446,"(37.45200325,127.0544446)"
335,초등학교,공립,7091469,서울자곡초등학교,Seoul Jagok Elementary School,서울특별시강남서초교육지원청,6373,서울특별시 강남구 자곡로 150,(자곡동),02-3413-8700,http://www.jagok.es.kr,02-3414-0030,남여공학,,N,,,전기,주간,20140901,20141024,B10,서울특별시교육청,서울특별시,,,,20211108,37.47219072,127.0996009,"(37.47219072,127.0996009)"
336,초등학교,공립,7091468,서울율현초등학교,Seoul Yulhyeon Elementary School,서울특별시강남서초교육지원청,6370,서울특별시 강남구 밤고개로21길 15,/ 서울율현초등학교 (자곡동),02-3413-8804,http://www.yulhyeon.es.kr,02-3413-8880,남여공학,,N,,,전기,주간,20140828,20140828,B10,서울특별시교육청,서울특별시,,,,20211108,37.4745587,127.108265,"(37.4745587,127.108265)"
337,중학교,공립,7091461,세곡중학교,Segok Middle School,서울특별시강남서초교육지원청,6374,서울특별시 강남구 자곡로 81,(자곡동/ 세곡중학교),02-2040-2900,http://www.segok.ms.kr,02-3412-5471,남여공학,,N,일반계,,전기,주간,20121227,20130605,B10,서울특별시교육청,서울특별시,,,,20211108,37.47198073,127.0918862,"(37.47198073,127.0918862)"
338,초등학교,공립,7091460,서울우솔초등학교,Seoul Woosol Elementary School,서울특별시강남서초교육지원청,6767,서울특별시 서초구 양재대로2길 74,/ 서울우솔초등학교 (우면동),02-3463-9069,http://woosol.sen.es.kr,02-3463-9071,남여공학,,N,,,전기,주간,20130301,20130610,B10,서울특별시교육청,서울특별시,,,,20211108,37.45709422,127.0192756,"(37.45709422,127.0192756)"
339,초등학교,공립,7091458,서울세명초등학교,Seoul Semyung Elementary School,서울특별시강남서초교육지원청,6375,서울특별시 강남구 자곡로 55,/ 서울세명초등학교 (세곡동),02-2040-0800,http://www.semyung.es.kr,02-451-6226,남여공학,,N,,,전기,주간,20120830,20121030,B10,서울특별시교육청,서울특별시,,,,20211108,37.4688571,127.0910759,"(37.4688571,127.0910759)"
340,중학교,사립,7091457,휘문중학교,Whimoon Middle School,서울특별시강남서초교육지원청,6183,서울특별시 강남구 역삼로 541,(대치동),02-500-9700,www.whimoon.ms.kr,02-553-1042,남,,N,일반계,,전기,주간,19060501,19060501,B10,서울특별시교육청,서울특별시,,,,20211108,37.50528945,127.0619939,"(37.50528945,127.0619939)"
341,중학교,사립,7091456,진선여자중학교,Jinseon Girls’ Middle School,서울특별시강남서초교육지원청,6213,서울특별시 강남구 선릉로85길 27,(역삼동/ 진선여자중학교),02-2185-4300,http://jinseon.sen.ms.kr,02-2185-4397,여,,N,일반계,,전기,주간,19761228,19760520,B10,서울특별시교육청,서울특별시,,,,20211108,37.50230289,127.0482866,"(37.50230289,127.0482866)"
342,중학교,사립,7091455,중동중학교,Joongdong Middle School,서울특별시강남서초교육지원청,6344,서울특별시 강남구 일원로8길 37,중동중학교,070-7092-9300,https://joongdong.sen.ms.kr/,02-445-9882,남,,N,일반계,,전기,주간,19060510,19060510,B10,서울특별시교육청,서울특별시,,,,20211108,37.48851679,127.078612,"(37.48851679,127.078612)"
343,중학교,사립,7091454,은성중학교,Eunseong Middle School,서울특별시강남서초교육지원청,6264,서울특별시 강남구 남부순환로359길 36,(도곡동/은광여자고등학교),02-3462-2003,http://eunseong.sen.ms.kr,02-3462-0088,남여공학,,N,일반계,,전기,주간,19550316,19461015,B10,서울특별시교육청,서울특별시,,,,20211108,37.48837857,127.0352324,"(37.48837857,127.0352324)"
344,중학교,사립,7091453,숙명여자중학교,Sookmyung Girls’ Middle School,서울특별시강남서초교육지원청,6277,서울특별시 강남구 남부순환로 2807,/ 숙명여자중학교,02-3462-5011/5012,http://sookmyung.sen.ms.kr,02-3461-5084,여,,N,일반계,,전기,주간,19060522,19060522,B10,서울특별시교육청,서울특별시,,,,20211108,37.49147536,127.0526126,"(37.49147536,127.0526126)"
345,중학교,사립,7091452,세화여자중학교,Sehwa Girls’ Middle School,서울특별시강남서초교육지원청,6548,서울특별시 서초구 신반포로 56-7,/ 세화여자중학교 (반포동/강당),02-594-4887,http://www.sewha.ms.kr,02-594-4858,여,,N,일반계,,전기,주간,19780218,19780506,B10,서울특별시교육청,서울특별시,,,,20211108,37.50199646,126.99423,"(37.50199646,126.99423)"
346,중학교,사립,7091451,서문여자중학교,Suhmoon Girls’ Middle School,서울특별시강남서초교육지원청,6565,서울특별시 서초구 동광로12길 84,(방배동),02-3015-3600,http://www.suhmoon.ms.kr,02-594-6063,여,,N,일반계,,전기,주간,19781229,19781229,B10,서울특별시교육청,서울특별시,,,,20211108,37.48891973,126.9845458,"(37.48891973,126.9845458)"
347,중학교,사립,7091450,동덕여자중학교,Dong Duk Girls’ Middle School,서울특별시강남서초교육지원청,6700,서울특별시 서초구 효령로2길 123-5,(방배동/동덕여자중고등학교),02-586-5417,http://www.dongduk.ms.kr,02-582-5428,여,,N,일반계,,전기,주간,19080427,19100427,B10,서울특별시교육청,서울특별시,,,,20211108,37.47587863,126.991995,"(37.47587863,126.991995)"
348,중학교,사립,7091449,단국대학교사범대학부속중학교,DANKOOK UNIVERSITY MIDDLE SCHOOL,서울특별시강남서초교육지원청,6278,서울특별시 강남구 도곡로64길 21,(대치동),02-2191-2600,http://www.dankook.ms.kr/,02-557-6837,남,,N,일반계,,전기,주간,19410525,19471103,B10,서울특별시교육청,서울특별시,,,,20211108,37.49561749,127.0577682,"(37.49561749,127.0577682)"
349,중학교,공립,7091448,청담중학교,Cheongdam Middle School,서울특별시강남서초교육지원청,6010,서울특별시 강남구 압구정로61길 36,(청담동/청담중학교),02-511-5151,http://www.cheongdam.ms.kr,02-549-9834,남여공학,,N,일반계,,전기,주간,19840301,19840427,B10,서울특별시교육청,서울특별시,,,,20211108,37.52865979,127.0448101,"(37.52865979,127.0448101)"
350,중학교,공립,7091447,이수중학교,Isu Middle School,서울특별시강남서초교육지원청,6689,서울특별시 서초구 방배중앙로3길 32,(방배동/이수중학교),02-521-4651,http://www.isu.ms.kr,02-521-1283,남,,N,일반계,,전기,주간,19820107,19820921,B10,서울특별시교육청,서울특별시,,,,20211108,37.48063003,126.989859,"(37.48063003,126.989859)"
351,중학교,공립,7091446,원촌중학교,Wonchon Middle School,서울특별시강남서초교육지원청,6544,서울특별시 서초구 사평대로45길 10,(반포동/원촌중학교),02-3482-6053,http://wonchon.sen.ms.kr,02-535-0238,남여공학,,N,일반계,,전기,주간,19821209,19830426,B10,서울특별시교육청,서울특별시,,,,20211108,37.5063251,127.0146997,"(37.5063251,127.0146997)"
352,중학교,공립,7091445,영동중학교,Youngdong Middle School,서울특별시강남서초교육지원청,6765,서울특별시 서초구 성촌길 14,(우면동/영동중학교),02-3474-7386,http://www.young-dong.ms.kr,02-3474-1960,남여공학,,N,일반계,,전기,주간,19691111,19700525,B10,서울특별시교육청,서울특별시,,,,20211108,37.46598629,127.0251407,"(37.46598629,127.0251407)"
353,중학교,공립,7091444,역삼중학교,Yeoksam Middle School,서울특별시강남서초교육지원청,6219,서울특별시 강남구 도곡로43길 10,(역삼동/역삼중학교),02-558-1501,http://yeoksam.sen.ms.kr,02-563-9770,남여공학,,N,일반계,,전기,주간,19841208,19840406,B10,서울특별시교육청,서울특별시,,,,20211108,37.49593388,127.0488909,"(37.49593388,127.0488909)"
354,중학교,공립,7091443,언주중학교,Eonju Middle School,서울특별시강남서초교육지원청,6093,서울특별시 강남구 선릉로116길 57,/ 언주중학교,02-514-7174,http://www.eonju.ms.kr,02-514-8335,남여공학,,N,일반계,,전기,주간,19801227,19800501,B10,서울특별시교육청,서울특별시,,,,20211108,37.51465316,127.0466832,"(37.51465316,127.0466832)"
355,중학교,공립,7091442,언북중학교,Eonbuk Middle School,서울특별시강남서초교육지원청,6050,서울특별시 강남구 도산대로38길 27,(논현동/언북중학교),02-544-1311,http://eonbuk.sen.ms.kr,02-516-1656,남여공학,,N,일반계,,전기,주간,19820107,19820914,B10,서울특별시교육청,서울특별시,,,,20211108,37.51942855,127.0331263,"(37.51942855,127.0331263)"
356,중학교,공립,7091441,언남중학교,Eonnam Middle School,서울특별시강남서초교육지원청,6780,서울특별시 서초구 동산로 55,(양재동/언남중학교),02-577-3038,www.eonnam.ms.kr,02-574-0546,남여공학,,N,일반계,,전기,주간,19881224,19890510,B10,서울특별시교육청,서울특별시,,,,20211108,37.47240137,127.0442436,"(37.47240137,127.0442436)"
